program_name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Gene %	Lead_genes	tag_before	tag_after
0	EFO_0004518	0.7847816845626675	1.1123231686323025	0.013	0.11835508836779485	1.0	8.77	DGKH;ARL15;MECOM;SOX5;GRB10;ETS1;DLC1;FBXL17;SVIL;SDCCAG8;DACH1;CXCR4;TSPAN9;AHR;STAG1;MEIS1;MBD5;CRMP1;PDLIM5;TNK2;COL4A2	21	93
0	EFO_0009795	0.78700136891635	1.1126556292248653	0.015	0.11853265381951293	1.0	15.45	ARL15;MECOM;GAB1;GRB10;LPP;BAZ2B;PITPNC1;TCF7L1;FBXL20;AHR;EBF1;RORA;ROBO1;GMDS;SCAPER;ATG7;TNK2;COL4A2;ZNF704;RBPMS;CDC14A;SELENOP;PPARG;ACVR2A;UBE2Q2;FUT8	26	77
0	EFO_0004343	0.7886685984022187	1.1149906167268062	0.01	0.11882578779086767	1.0	16.02	ARL15;MECOM;NRP1;MEF2C;ITGA9;GRB10;NR5A2;MAML3;SDCCAG8;PLXND1;EBF1;CDH13;TBC1D22A;CMIP;LAMB1;ABCA1;COL4A2;TSHZ2;RNF157;ZNF423;GPC6;DUSP6;LINGO2;FOXO3;KIAA1328;PPARG;PURG;SMG6;CRADD;TRIM66;CALCRL	31	87
0	EFO_0010700	0.7858150577166613	1.1237171067553353	0.0	0.1188695928924095	1.0	15.19	ARL15;MTSS1;DOCK9;NRP1;BMP2K;RGL1;ITGA1;BCL2;PREX1;SETBP1;LRCH1;BMPR2;GAB2;INSR;FOXP1;ARHGAP31;IQGAP2;F2R;NOD1;SLC12A2;ZBTB20;GFOD1;ATP11A;TSPAN15;LBH;EBF1;IL6ST;ZEB2;FGD4;SCARF1;GLS;UBASH3B;SHANK3;SPIDR;SOX6;ABCA1;L3MBTL3;ASH1L;RAD51B;TBC1D8;MYCT1;VWA8;HDAC7;TMEM131L;SUSD1;MYO1D;ITPR2;ATP2B4;FOXO3;BNC2;PPARG;CPEB4;ZHX2;SMG6;SLC25A37;KAT2B;CRADD;GJA1	58	173
0	EFO_0004314	0.790202134343095	1.1193084522690078	0.003	0.11892527671158797	1.0	14.71	ARL15;MECOM;CHRM3;LRMDA;CHSY3;FOXP1;MAML3;NCALD;COL15A1;SPRED2;DACH1;ADAM19;TSPAN9;MSRB3;EBF1;SCMH1;RIN3;BBS9;CERS6;ANKFN1;HLX;JAZF1;AFAP1;CABLES1	24	94
0	EFO_0004875	0.7745420816447813	1.11286113407743	0.0	0.11909313889139485	1.0	15.72	KALRN;KIAA1217;ZSWIM6;MAST4;CSGALNACT1;MEF2C;RNF144A;BMP2K;PLCL1;MBNL2;NFIB;FGF12;MAGI1;PREX1;AUTS2;MAML2;SH3RF3;DCC;NPAS2;FOXP1;FBXL17;MAML3;PLCL2;NFIA;AGAP1;CELF2;PDE4D;CRIM1;SPRED2;FARP1;ZFPM2;FOXP2;ZNF521;PDE4B;RALB;EHBP1;RANBP17;ZEB2;SCMH1;RORA;ROBO1;GRIN2A;RAPGEF4;SAMD12;FOXN3;SHANK3;MSRA;RGS6;L3MBTL3;CD47;VWA8;PRKN;KLHL29;CCDC85A;MCM9;BACE2;ZNF423;MEIS2;DENND5B;SPATS2L;DUSP6;KDM4C;CAMTA1;FOXO3;PURG;ACVR2A;NEDD4L;KAT2B;TLE4;PRKCA;MDFIC;ASXL3	72	271
0	EFO_0003888, EFO_0007052, MONDO_0002491	0.7867983639368707	1.1246225641246816	0.002	0.1192932301434813	0.999	14.44	NFIB;SOX5;SIPA1L2;AKT3;AUTS2;BMPR2;TTC28;PLXNA2;DCC;FOXP1;FBXL17;MAML3;PLCL2;NFIA;RASGRF2;CELF2;PHACTR1;FMNL3;ELMO1;DACH1;ERC2;CTTNBP2;VTI1A;ADGRL3;FOXP2;PDE4B;CDH13;RANBP17;ZEB2;UNC5B;SGIP1;GRIN2A;RAPGEF4;JCAD;MGAT5;DNAJC1;TSHZ2;MAP2K5;WDR27;SLC20A2;REV3L;KLHL29;ZNF423;PRKG1;DUSP6;NAALADL2;FOXO3;KIAA1328;BNC2;CPEB4;IMMP2L;SCAI;SYT14	53	161
0	EFO_0004351	0.8165801656962457	1.1210452355257807	0.076	0.11941627811817093	1.0	6.95	SOX5;FRMD4B;FBXL17;RNF220;SGIP1	5	27
0	EFO_0004305	0.7925621666821119	1.1240561476458182	0.0	0.11947042754755646	1.0	15.19	STARD13;MEF2C;ERG;BMP2K;NFIB;ARHGAP28;ITGA1;LPP;AUTS2;KLF7;LRMDA;FOXO1;MBNL1;ATP8B1;FOXP1;PLCL2;AGAP1;ZFPM2;ATP11A;ZEB2;GMDS;L3MBTL3;RAD51B;SUSD1;MCM9;CTBP2;NDUFAF6;ACVRL1;PPARG;CPEB4;SLC25A37;KAT2B;GJA1	33	110
0	EFO_0004725	0.7984712641122109	1.120438689712109	0.031	0.11952277049181162	1.0	13.36	GALNT18;CHRM3;TNFRSF11A;AUTS2;TTC28;FRMD4A;RORA;TSHZ2;SFMBT2;IQCJ-SCHIP1;MEIS2;RBMS3;FHIT	13	57
0	EFO_0007937	0.8795197926725604	1.2035567622233654	0.006	0.11960054862636985	0.632	8.59	BCL2;RFX8;COLEC12;F2R;SLC12A2;COL4A1;ATXN1;RAD51B	8	28
0	EFO_0009933	0.8205662403959226	1.1301347778627264	0.053	0.11972277140924702	0.999	4.27	VAV3;LPP;ETS1;BAZ2B;ELMO1;SASH1	6	30
0	EFO_0006527	0.7822672513248644	1.1194576667659148	0.002	0.11980489738983645	1.0	14.44	ZSWIM6;PLCL1;SOX5;AKT3;AUTS2;TTC28;DCC;GAB2;FOXP1;FBXL17;MAML3;PLCL2;RASGRF2;CELF2;PHACTR1;CRIM1;DACH1;ERC2;CTTNBP2;VTI1A;ADGRL3;FOXP2;ZNF521;PDE4B;RANBP17;ZEB2;GBE1;GRIN2A;FOXN3;CPNE8;DNAJC1;ST6GALNAC3;MAP2K5;WDR27;REV3L;KLHL29;ZNF423;NAALADL2;FOXO3;KIAA1328;BNC2;FHIT;CPEB4;IMMP2L;SYT14	45	169
0	EFO_0005670	0.7979063888348676	1.1150284570301119	0.037	0.11989270682929018	1.0	11.17	AUTS2;DCC;FOXP1;FBXL17;MAML3;PLCL2;CTTNBP2;FOXP2;PDE4B;ZEB2;GRIN2A;DNAJC1;MAP2K5;IQCJ-SCHIP1;ZNF423	15	51
0	EFO_0007876	0.8021599908162743	1.1294503785571641	0.006	0.12005534523314075	0.999	8.6	PLCL1;NFIB;TANC2;KLF7;DCC;FOXP1;RASGRF2;LHFPL6;AGAP1;BTBD9;FOXP2;PDE4B;MEIS1;GRM5;ASCC3;SNCA	16	72
0	EFO_0008394	0.8235726247949186	1.1260379255562631	0.079	0.12025371617951332	0.999	13.47	MEF2C;DCC;FOXP1;PLCL2;FOXN3;FOXO3;PURG	7	23
0	EFO_0007869	0.8045061412395553	1.1327465098264557	0.006	0.1205677172420276	0.996	15.72	MEF2C;SOX5;DCC;MBNL1;MAML3;PLCL2;CELF2;CTTNBP2;XKR6;EHBP1;TAOK3;GRM5;ASCC3;SOX6;MSRA;SYN2;GPC6;RBMS3;LINGO2;VPS54;FHIT;SCAI;PRKD1;ASXL3	24	65
0	EFO_0004339	0.7863862245283377	1.1287542842089553	0.0	0.12067622923636025	0.999	14.75	DGKH;PTPRM;MECOM;DOCK9;MEF2C;FYN;NFIB;ELK3;GRK5;FLI1;GRB10;WWTR1;FILIP1;NCKAP5;AUTS2;SH3RF3;NOX4;GAB2;MBNL1;NEDD4;DLC1;INSR;FOXP1;PIP4K2A;AGAP1;COL15A1;PDE4D;C9;FOXP2;ZNF521;LTBP1;CFLAR;NEK7;LBH;PLPP3;SYT17;LATS2;GLS;GMDS;GNA12;L3MBTL3;RAD51B;ADCY9;ADAMTS10;PTPRG;SFMBT2;DAP;RBPMS;ZNF423;FBN1;PRKG1;RBMS3;MGMT;GHR;ISM1;NR3C1;DIS3L2;CHSY1;BNC2;HLX;JAZF1;DISP1;ST3GAL1;ZHX2;CABLES1;SOCS5	66	206
0	EFO_0004741	0.7888339506247204	1.1079925282472884	0.034	0.12071483945208139	1.0	11.5	DGKH;MECOM;ZSWIM6;GRB10;LPP;PITPNC1;TCF7L1;DACH1;AHR;EBF1;RORA;RNF145;TNK2;COL4A2;ZNF704;RBPMS;SUSD1;CDC14A	18	60
0	EFO_0009929	0.8197416974169742	1.1314658408362703	0.059	0.1207251914664414	0.999	18.11	PLEKHG1;INSR;NCALD;FGD5;CMIP;SOX6;WNT2B;PDE10A;FBN2;PLCB1	10	31
0	EFO_0007828	0.8167402658141619	1.116849791216833	0.099	0.12073251258175166	1.0	15.69	AGAP1;BTBD9;GRIN2A;KLHL29;PRKCA	5	24
0	EFO_0006336	0.7933152979569164	1.1246390754465208	0.002	0.12076598607117861	0.999	9.12	DOCK4;MECOM;ADGRL4;ERG;SOX5;PREX1;TANC2;GAB2;FGD5;BCAS3;STXBP5;ZEB2;JCAD;SOX6;ATG7;B4GALT5	16	97
0	EFO_0005090	0.8083436059599718	1.1252512427876389	0.033	0.1208630544176808	0.999	7.58	ERG;BMP2K;FLI1;LRMDA;FOXO1;PLCL2;SPRED2;ZFPM2;LYST;ZEB2;RIN3	11	46
0	EFO_0004338	0.7914150112520993	1.130254421322334	0.0	0.12105689333501918	0.999	14.42	DGKH;LDB2;KIAA1217;ZSWIM6;MAST4;MEF2C;PLCL1;SOX5;BCL2;SETBP1;AUTS2;KLF7;DCC;LDLRAD4;FOXO1;INSR;FBXL17;MAML3;NCALD;NTNG1;PHACTR1;C9;LTBP1;PDE4B;PARD3B;EPB41L2;EHBP1;ETV6;SSBP2;ROBO1;GMDS;GNA12;MACROD2;L3MBTL3;ADCY9;ADAMTS10;ZNF423;GPC6;RALGAPA1;RBMS3;LINGO2;FOXO3;FHIT;PURG;DENND1A;JAZF1;ST3GAL1;SLC25A37	48	166
0	EFO_0003779	0.824117902899161	1.115038427582894	0.113	0.12105996126151727	1.0	9.04	VAV3;LPP;SASH1;ADCY9	4	21
0	EFO_0007887	0.8278898131444432	1.1171984739818195	0.122	0.12108388876401574	1.0	13.58	MEF2C;AUTS2;KLF12;MEIS1;CAMTA1;FHIT;SRRM4	7	18
0	EFO_0004695	0.7962128158194124	1.1154748320911627	0.028	0.12114055569062242	1.0	12.03	MECOM;LPP;ETS1;TSPAN18;GAB2;CTTNBP2;FOXC1;MEIS1;ZEB2;GMDS;ABCA1;FMNL2;BBS9;ANKH;FERMT2;MGMT	16	55
0	EFO_0007788	0.7825373949031913	1.1085709972578068	0.021	0.12118859009899795	1.0	9.98	ZSWIM6;NRP1;FLT1;BCL2;SETBP1;LAMA4;LRMDA;INSR;PITPNC1;COL15A1;ELMO1;PLXND1;COL4A1;ZNF521;ROBO1;GLS;CMIP;LAMB1;LEPR;ABCA1;ARHGEF15;TSHZ2;RNF157	23	91
0	EFO_0007997	0.7931800174837931	1.1070484631970243	0.048	0.12123196106859084	1.0	15.56	ERG;LPP;BCL2;BAZ2B;FOXO1;PLAGL1;SPRED2;DACH1;PAN3;CXCR4;TSPAN9;DOCK8;TNFSF10;PLPP3;UBASH3B;SH2D3C;CHSY1;PPARG;HLX;JAZF1;NLRP12;TNFSF13B;DOCK10	23	50
0	EFO_0004346, EFO_0004840	0.8157227883612521	1.1158454074281827	0.089	0.12131368779793773	1.0	9.03	GRB10;FAM107B;MSRB3;GNA12;DAAM1;FANCC	6	24
0	EFO_0004346, EFO_0010736	0.796223073543743	1.116256245831871	0.024	0.12140872018604092	1.0	14.11	NRP1;MAGI1;LRCH1;SH3RF3;PDGFD;NHSL1;FBXL17;COL15A1;SSH2;CTTNBP2;FANK1;MSRB3;ZEB2;MSRA;DAAM1;BBS9;CTBP2;DENND1A;SMG6	19	58
0	EFO_0004541	0.7766983311648835	1.1066359568826987	0.006	0.12141858975289328	1.0	14.11	RP1;ARL15;STARD13;MECOM;PLEKHG1;GRB10;LPP;BCL2;KL;GAB2;MBNL1;NCALD;SPRED2;PLXND1;ZFPM2;ATP11A;EBF1;IL6ST;ZEB2;SCARF1;JCAD;UBASH3B;FOXN3;CMIP;SOX6;L3MBTL3;ADCY9;PLPP1;CERS6;ANKH;CDC14A;NDUFAF6;HIVEP3;SNTB1;PPARG;JAZF1;SMG6	37	136
0	EFO_0007992	0.8101398711408915	1.1174902448250854	0.075	0.12162161052887495	1.0	10.59	BCL2;LRMDA;PLCL2;SPRED2;LYST;ZEB2;L3MBTL3;RAB31;DAP;SH2D3C	10	34
0	EFO_0003924	0.7939677395526727	1.1080126849749896	0.058	0.12168699887520866	1.0	13.72	CDC42BPA;GAB2;MBNL1;NFIA;DOCK8;SOX6;ATXN7L1;IL16;RAD51B;BNC2;JAZF1	11	43
0	EFO_0008375	0.8085780604317091	1.1260775873122315	0.04	0.12170568648809375	0.999	13.52	LIMCH1;FYN;ARHGAP28;INVS;RAD51B;FBN1;NDUFAF6;FOXO3;DENND1A	9	42
0	EFO_0007824	0.7914411434337539	1.1060517301634354	0.04	0.12182982714510103	1.0	15.23	FYN;FAR2;BCL2;PRKCH;LRMDA;ZNF521;ATXN1;EBF1;EPB41L2;ZEB2;RORA;RAD51B;EPC1;TMEM131L;ZNF423;ISM1;PRDM1;KAT2B;TLE4	19	58
0	EFO_0004518, EFO_0005208	0.8438384745667328	1.1306116636636176	0.117	0.1218577018374265	0.999	6.51	ARL15;C9;TSPAN9;MBD5	4	15
0	EFO_0004346, EFO_0006930	0.7843905057094566	1.1086921539509178	0.021	0.12187124869759763	1.0	16.02	FBXL7;RASGRP3;MAST4;GRB10;FAM107B;AKT3;NCKAP5;PDE8A;DCC;SDCCAG8;CTTNBP2;ZNF521;MSRB3;FGD4;ROBO1;RIN3;GNA12;MACROD2;SLC20A2;IQCJ-SCHIP1;CTBP2;FOXO3;SCAI;AFAP1;SEMA6A;CALCRL	26	75
0	EFO_0004340	0.7913664431825982	1.1329517798322561	0.0	0.12187934695836107	0.996	16.14	LDB2;ZSWIM6;MAST4;MEF2C;NFIB;SOX5;AKT3;BCL2;PREX1;SETBP1;KLF7;LRMDA;FBXL17;MAML3;AGAP1;NTNG1;SSH2;PHACTR1;ERC2;ZFPM2;BTBD9;NLK;AHR;XKR6;PDE4B;PARD3B;EBF1;EHBP1;CDH13;RANBP17;SSBP2;BACH1;RORA;ROBO1;UBASH3B;ASCC3;MACROD2;L3MBTL3;ADCY9;PRKN;CCDC85A;SLC10A7;BACE2;CLVS1;CAMKMT;ZCCHC7;DUSP6;RCAN2;KDM4C;HIVEP3;LINGO2;FOXO3;BNC2;FHIT;PPARG;PURG;RPS6KA5;JAZF1;ADK;SMG6;SLC25A37;SYT14;SOCS5;PRKD1;TLE4;ASXL3;TRIM66;HIVEP2	68	195
0	GO_0036273	0.8079356962095825	1.107050646111275	0.121	0.12224222741082909	1.0	9.67	RP1;TMEM255B;ABCA1;HMGCR;CCDC93;PIR	6	27
0	EFO_0007985	0.7878045736621898	1.1270216219966227	0.001	0.1223295085129555	0.999	15.56	STARD13;MECOM;MTSS1;ZSWIM6;MAST4;MEF2C;ERG;ARHGAP29;GRB10;ETS1;BCL2;PREX1;CD34;GAB2;LDLRAD4;FOXO1;DLC1;YES1;SVIL;KCNQ1;DACH1;PAN3;ZFPM2;ZBTB20;CXCR4;STAG1;ATP11A;TNFSF10;EPB41L2;PLPP3;SSBP2;DENND2A;SCARF1;JCAD;UBASH3B;RIN3;GNA12;ELF1;SOX6;RAD51B;COL4A2;HDAC7;RBPMS;ITPR2;ATP2B4;ACVRL1;PHLPP1;PPARG;SMG6;SLC25A37;SYBU;CABLES1;LRRC66;TNFSF13B;FUT8;DOCK10	56	176
0	EFO_0007989	0.7964340639782379	1.1314912377728172	0.0	0.12239762028050316	0.999	10.59	MECOM;MEF2C;ERG;FLI1;FLT1;LPP;AKT3;BCL2;BAZ2B;RFX8;FOXO1;MBNL1;JAK1;CELF2;SSH2;PLAGL1;SPRED2;DACH1;CXCR4;TSPAN9;AHR;ATXN1;EBF1;DOCK8;TNFSF10;LYST;ZEB2;LYN;UBASH3B;ADCY9;HDAC7;ST3GAL3;SFMBT2;RNF157;SH2D3C	35	116
0	EFO_0007994	0.800787899207036	1.108884399277586	0.082	0.12240925716252789	1.0	13.92	BCL2;FOXO1;JAK1;PLAGL1;ELMO1;CD302;LYST;HIVEP3;PPARG;JAZF1;ACVR2A	11	36
0	EFO_0007660	0.8016595079838307	1.1263630694657032	0.016	0.12248108132034205	0.999	15.72	MEF2C;SOX5;DCC;MBNL1;PLCL2;CELF2;CTTNBP2;STAG1;XKR6;TAOK3;MBD5;ASCC3;SOX6;MSRA;SYN2;GPC6;RBMS3;LINGO2;VPS54;FHIT;SCAI;PRKD1;ASXL3	23	61
0	EFO_0004838	0.8013959121973262	1.1274143840419295	0.012	0.12277389651634489	0.999	14.42	CALM1;GRK5;MAP4K3;ITPKB;CD109;ZFPM2;PITPNM2;RALB;TNFSF10;RORA;UBASH3B;ITPR1;CMIP;L3MBTL3;VWA8;PCNX4;ANKH;MBOAT2;CAMKMT;PRKG1;PPARG;SLC25A37	22	69
0	EFO_0005192	0.8055786126573208	1.1329585259432453	0.009	0.12372364446273042	0.996	14.42	ARL15;MECOM;PLEKHG1;ADGRL4;BMP2K;INSR;CHSY3;PLCL2;NCALD;AGAP1;SLC12A2;ATP11A;DOCK8;TAOK3;SLC23A2;SOX6;MYO1D;ATP2B4;ACER2;PPARG;CPEB4;SLC25A37	22	68
0	EFO_0004736	0.8093264368639819	1.133308705177075	0.009	0.12468807196363287	0.996	16.02	ARHGAP29;RGL1;BCL2;GAB2;NPAS2;MBNL1;TCF7L1;C9;GFOD1;TSPAN9;ATXN1;BACH1;RORA;UBASH3B;SHANK3;MGAT5;SOX6;RGS6;ABCA1;L3MBTL3;ZNF704;CLOCK;DUSP6;PPARG;ST3GAL1;TLE4;CALCRL	27	57
0	EFO_0009924	0.8150489113000157	1.1347609477256952	0.037	0.12613172612688328	0.995	1.5	MEF2C;ITGA1;LPP;ETS1;BCL2;KL	6	40
0	EFO_0004703	0.7808115061155766	1.1016457401340731	0.025	0.1261379831947545	1.0	13.36	MBNL2;NFIB;SOX5;AKT3;GAB2;NR5A2;PAN3;KLF12;ZBTB20;PHF21A;ASCC3;LEPR;MACROD2;ST3GAL3;CCDC85A;KLHL3;CTBP2;RBMS3;KDM4C;FOXO3;FHIT	21	80
0	EFO_0007988	0.7727775592738502	1.1010211897380426	0.005	0.12617351110840097	1.0	13.54	RP1;MECOM;ERG;PREX2;ETS1;CD34;FOXP1;ADGRF5;SSH2;SPRED2;ZFPM2;KLF12;TSPAN9;STXBP5;PDE4B;ATXN1;ST8SIA4;EBF1;DOCK8;PLPP3;LYST;MEIS1;ZEB2;LYN;JCAD;UBASH3B;CMIP;RIN3;GNA12;L3MBTL3;TBC1D8;MYCT1;HDAC7;FMNL2;RBPMS;ATP2B4;HIVEP3;ACVRL1;CHSY1;VSIR;PPARG;HLX;CPEB4	43	130
