program_name	term	pval	adj_pval	enrichment	Combined Score	genes	overlap_numerator	overlap_denominator
0	Signaling By WNT R-HSA-195721	3.401428091553136e-05	0.0017411060043637614	3.0452513987030043	31.331769711480685	HECW1;GNG4;ITPR2;TCF7L2;FZD7;ITPR3;PRKCA;CCDC88C;SOX4;RORA;TCF7L1;PRKCB;PIP5K1B;SFRP1;TLE1;CTBP2;SFRP2;GNGT1;GNAO1;MYC;SOX2	21	294
0	DAG And IP3 Signaling R-HSA-1489509	6.246628623403628e-05	0.0025579944212837857	8.674725274725274	83.97900536047305	NBEA;ITPR2;ITPR3;PRKCA;ADCY5;ADCY2;PRKAR1B	7	39
0	G-protein Mediated Events R-HSA-112040	5.928549715983516e-05	0.0025579944212837857	7.19889573978989	70.0679021882703	NBEA;GNA14;ITPR2;ITPR3;PRKCA;ADCY5;ADCY2;PRKAR1B	8	52
0	L1CAM Interactions R-HSA-373760	5.806817568394325e-05	0.0025579944212837857	4.9320722551880145	48.10690403372214	CD24;L1CAM;CNTN1;KCNQ2;ANK2;SCN8A;NFASC;LAMA1;DNM1;EZR;ANK3	11	99
0	PKA Activation R-HSA-163615	5.9514936361702266e-05	0.0025579944212837857	16.448015122873347	160.02739795878557	NBEA;ADCY5;PRKCA;ADCY2;PRKAR1B	5	17
0	Diseases Of Glycosylation R-HSA-3781865	0.0001037880415494103	0.0033730147221006216	3.94010889292196	36.14324850623239	GPC6;VCAN;GPC4;SEMA5A;ADAMTS16;GPC3;C1GALT1;ADAMTS12;CHSY1;THBS2;ADAMTS20;LARGE1;DAG1	13	143
0	Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676	0.00010238814232363126	0.0033730147221006216	7.939235412474849	72.9356887519637	GNG4;GNGT1;ITPR2;ITPR3;PRKCA;ADCY5;PRKAR1B	7	42
0	Interaction Between L1 And Ankyrins R-HSA-445095	9.225541446470606e-05	0.0033730147221006216	10.367354354233115	96.32256661823239	L1CAM;KCNQ2;ANK2;SCN8A;NFASC;ANK3	6	29
0	Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	9.50865456801988e-05	0.0033730147221006216	3.538779579509134	32.77165770547332	NBEA;PRKCB;PPM1E;GNG4;GRIK4;GRIK5;CACNG8;GNGT1;ADCY5;PRKCA;GRIA4;GABRA3;ADCY2;GABRB3;PRKAR1B	15	182
0	Opioid Signaling R-HSA-111885	0.00010413953136701968	0.0033730147221006216	5.062442472663009	46.42147822027159	NBEA;GNA14;GNG4;GNGT1;ITPR2;ITPR3;ADCY5;PRKCA;ADCY2;PRKAR1B	10	88
0	PKA-mediated Phosphorylation Of CREB R-HSA-111931	0.00010707983244763877	0.0033730147221006216	14.176455250635552	129.600245247991	NBEA;PRKCA;ADCY5;ADCY2;PRKAR1B	5	19
0	Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723	0.00011278530236420511	0.0034211541717142214	9.943190179297526	90.38384259231607	PBX1;EPHA1;FOXP1;TDGF1;FGF13;SOX2	6	30
0	Metabolism Of Carbohydrates R-HSA-71387	0.00019995896984156746	0.005663201039793537	2.813933109390974	23.9673892602349	HS6ST3;CHST9;FUT9;UST;DSE;HS3ST5;TKT;GPC4;NUP210;CHSY1;PRKCA;CHST11;GPC6;B3GALT5;GPC3;UGP2;VCAN;B4GALT6;XYLT1	19	285
0	POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247	0.0002005284861465355	0.005663201039793537	19.72382851445663	167.93960782051946	FGF13;TDGF1;EPHA1;SOX2	4	12
0	Ion Homeostasis R-HSA-5578775	0.00031652451135097523	0.008641119159881623	6.473891625615764	52.16733003385895	ATP1A3;ATP1A2;ITPR2;ITPR3;PRKCA;RYR1;RYR2	7	50
0	Beta-catenin Independent WNT Signaling R-HSA-3858494	0.0003771610404501095	0.009964351358988377	3.634081017743555	28.64687302734484	TCF7L1;PRKCB;TCF7L2;FZD7;GNG4;GNGT1;ITPR2;ITPR3;PRKCA;MYC;GNAO1;RORA	12	142
0	Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	0.00044698025370634953	0.01099827829855894	5.199972018840647	40.10736410672212	SEMA5A;ADAMTS16;ADAMTS12;C1GALT1;THBS2;ADAMTS20;LARGE1;DAG1	8	69
0	FCGR3A-mediated IL10 Synthesis R-HSA-9664323	0.00043914680598777117	0.01099827829855894	7.489563567362429	57.899395243405564	ITPR2;ITPR3;PRKCA;ADCY5;ADCY2;PRKAR1B	6	38
0	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	0.0004565829818693577	0.01099827829855894	6.054377880184332	46.56870109725104	HS6ST3;GPC6;VCAN;GPC4;GPC3;HS3ST5;XYLT1	7	53
0	GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475	0.0005205001021170378	0.011878612813186988	9.554095045500505	72.23584201837288	GPC6;VCAN;GPC4;GPC3;XYLT1	5	26
0	O-linked Glycosylation R-HSA-5173105	0.0005221368269532743	0.011878612813186988	4.068030235660293	30.744467543865003	ST6GAL1;B4GALT6;SEMA5A;ADAMTS16;ADAMTS12;C1GALT1;THBS2;ADAMTS20;LARGE1;DAG1	10	107
0	PKA Activation In Glucagon Signaling R-HSA-164378	0.0006781334275149004	0.015010575057694686	13.40677966101695	97.81809655033858	PRKAR1B;PRKCA;ADCY5;ADCY2	4	16
0	Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040	0.0007638239388001108	0.01646241594413923	6.666086142808869	47.84365509271059	GNG4;GNGT1;PRKCA;ADCY5;ADCY2;PRKAR1B	6	42
0	GPER1 Signaling R-HSA-9634597	0.0008682979648926565	0.018032577799163358	6.487666034155597	45.731399735853586	GNG4;GNGT1;PRKCA;ADCY5;ADCY2;PRKAR1B	6	43
0	Myogenesis R-HSA-525793	0.0008807119804231188	0.018032577799163358	8.381659658192198	58.963130967098884	TCF7L1;MAP2K6;CTNNA2;TCF7L2;CDH4	5	29
0	Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364	0.0009291294692604534	0.01811802465057884	23.626641651031896	164.94378652640717	TCF7L1;MYC;TCF7L2	3	8
0	RUNX3 Regulates WNT Signaling R-HSA-8951430	0.0009291294692604534	0.01811802465057884	23.626641651031896	164.94378652640717	TCF7L1;MYC;TCF7L2	3	8
0	HS-GAG Biosynthesis R-HSA-2022928	0.0010342973160349018	0.019699755856571733	8.052151673523852	55.35075636138042	HS6ST3;GPC6;GPC4;GPC3;HS3ST5	5	30
0	VEGFR2 Mediated Cell Proliferation R-HSA-5218921	0.001093575871039513	0.020355423599576386	11.555230859146699	78.78705756673033	ITPR2;ITPR3;PRKCA;PRKCB	4	18
0	G Alpha (Z) Signaling Events R-HSA-418597	0.0014001657607721919	0.023890328293175524	5.85997119407421	38.506835553593135	PRKCB;GNG4;GNGT1;PRKCA;ADCY5;ADCY2	6	47
0	Glucagon Signaling In Metabolic Regulation R-HSA-163359	0.0013999047600262732	0.023890328293175524	7.465028355387524	49.05532209485052	GNG4;PRKCA;ADCY5;ADCY2;PRKAR1B	5	32
0	Phase 0 - Rapid Depolarisation R-HSA-5576892	0.0013999047600262732	0.023890328293175524	7.465028355387524	49.05532209485052	CACNB2;SCN8A;CACNG8;CACNG7;FGF13	5	32
0	Regulation Of Commissural Axon Pathfinding By SLIT And ROBO R-HSA-428542	0.0013665149080505459	0.023890328293175524	19.98975321114158	131.84225024962768	ROBO1;NELL2;ROBO2	3	9
0	CaM Pathway R-HSA-111997	0.001614740536473864	0.025189938775343534	7.2023679235896925	46.30100554354443	NBEA;PRKCA;ADCY5;ADCY2;PRKAR1B	5	33
0	Chondroitin Sulfate Biosynthesis R-HSA-2022870	0.0016608750840885846	0.025189938775343534	10.152542372881356	64.98044039318316	CHST9;CHST11;VCAN;CHSY1	4	20
0	Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332	0.0016608750840885846	0.025189938775343534	10.152542372881356	64.98044039318316	GPC6;VCAN;GPC3;GPC4	4	20
0	Defective B3GAT3 Causes JDSSDHD R-HSA-3560801	0.0016608750840885846	0.025189938775343534	10.152542372881356	64.98044039318316	GPC6;VCAN;GPC3;GPC4	4	20
0	Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783	0.0016608750840885846	0.025189938775343534	10.152542372881356	64.98044039318316	GPC6;VCAN;GPC3;GPC4	4	20
0	Syndecan Interactions R-HSA-3000170	0.0016608750840885846	0.025189938775343534	10.152542372881356	64.98044039318316	FGF13;ITGB5;PRKCA;ITGA6	4	20
0	Extracellular Matrix Organization R-HSA-1474244	0.0018655970552664553	0.027780436150240492	2.430287291024184	15.27234854762545	VCAN;ERC2;COL14A1;ADAMTS16;MMP16;ITGA6;ITGB5;LAMC3;PRKCA;NRXN1;COL25A1;LAMA1;COL18A1;FGF13;COL26A1;DAG1;COL23A1	17	291
0	Acetylcholine Regulates Insulin Secretion R-HSA-399997	0.00191414315202216	0.027869970950415282	17.322701688555348	108.41387208429381	GNA14;CHRM3;PRKCA	3	10
0	Aquaporin-mediated Transport R-HSA-445717	0.0019396683079043603	0.027869970950415282	5.463253949640748	34.119322786151145	GNG4;GNGT1;PRKCA;ADCY5;ADCY2;PRKAR1B	6	50
0	Ca-dependent Events R-HSA-111996	0.0021156580856506665	0.02987455124392924	6.728717964609997	41.43806514172245	NBEA;PRKCA;ADCY5;ADCY2;PRKAR1B	5	35
0	Laminin Interactions R-HSA-3000157	0.0024055008734305988	0.03339161381931628	9.053137883646357	54.590395489627504	LAMA1;COL18A1;LAMC3;ITGA6	4	22
0	Dermatan Sulfate Biosynthesis R-HSA-2022923	0.002580753039471364	0.03522727898878412	15.283191700695287	91.08284093200264	VCAN;DSE;UST	3	11
0	Defective B3GALTL Causes PpS R-HSA-5083635	0.0027213080889455054	0.036536906964694575	6.313363385197033	37.290781115381535	SEMA5A;ADAMTS16;ADAMTS12;THBS2;ADAMTS20	5	37
0	O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214	0.0030670901015148614	0.04029691872422851	6.124284061732923	35.44139119796651	SEMA5A;ADAMTS16;ADAMTS12;THBS2;ADAMTS20	5	38
0	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	0.003099762978786809	0.04029691872422851	1.991174473862865	11.50187922707109	SPRY1;ITPR2;LAMC3;DUSP6;THBS2;DOCK3;PCSK5;LRIG1;ITPR3;PRKCA;ERBB2;PRKCB;PTPRZ1;ANOS1;LAMA1;GABRB3;FGF13;DNM1;SPINT1;ESRP1;FGFR2;KIT;MYC;PTPRJ	24	496
0	Basigin Interactions R-HSA-210991	0.0039089941775141985	0.04850706411188073	7.787544343713047	43.17784633995086	SLC7A8;L1CAM;ITGA6;SLC16A1	4	25
0	Collagen Degradation R-HSA-1442490	0.0038519560015701695	0.04850706411188073	5.7780824835592	32.12136711049378	COL14A1;COL25A1;COL18A1;COL26A1;COL23A1	5	40
0	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	0.0038519560015701695	0.04850706411188073	5.7780824835592	32.12136711049378	GPC6;VCAN;GPC4;GPC3;CHSY1	5	40
0	Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253	0.004301314466622014	0.05219780005214596	12.369606003752345	67.39993734345948	GPC6;GPC3;GPC4	3	13
0	GABA Receptor Activation R-HSA-977443	0.004513856809038339	0.05219780005214596	4.5400521378283	24.51902066039834	GNG4;GNGT1;ADCY5;GABRA3;ADCY2;GABRB3	6	59
0	N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576	0.004525084009404595	0.05219780005214596	7.440677966101695	40.16566611651642	CHST8;ST6GAL1;MGAT4C;B4GALT6	4	26
0	Oncogenic MAPK Signaling R-HSA-6802957	0.004472386897362888	0.05219780005214596	3.9274725274725273	21.246970608884162	ESRP1;DUSP16;VCL;KSR2;TRIM24;CNKSR2;DUSP6	7	78
0	Visual Phototransduction R-HSA-2187338	0.004361246492580673	0.05219780005214596	3.523266746247214	19.14894549855935	GPC6;GPC4;CAMKMT;GPC3;LRAT;GNGT1;PRKCA;LRP8	8	98
0	Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402	0.0047710360153649265	0.054270534674776036	5.468809073724008	29.231833436696114	TCF7L1;TCF7L2;TLE1;SOX4;SOX2	5	42
0	Effects Of PIP2 Hydrolysis R-HSA-114508	0.005203335880697956	0.05837715186700858	7.123332131265777	37.45772390960031	DGKK;ITPR2;ITPR3;DGKB	4	27
0	Retinoid Metabolism And Transport R-HSA-975634	0.005284554179900751	0.05848716045052318	5.326221982176613	27.925206188214975	GPC6;GPC4;GPC3;LRAT;LRP8	5	43
0	Collagen Chain Trimerization R-HSA-8948216	0.0058359780803274065	0.06372888063717529	5.1908544902012395	26.70026782086224	COL14A1;COL25A1;COL18A1;COL26A1;COL23A1	5	44
0	Adrenaline,noradrenaline Inhibits Insulin Secretion R-HSA-400042	0.005946429995282795	0.06408060744916591	6.831892078865445	35.01320259770533	GNGT1;ADCY5;GNG4;CACNB2	4	28
0	CDC42 GTPase Cycle R-HSA-9013148	0.006171497425283091	0.06547961086608914	2.8310647025918327	14.40392999452343	ARHGEF10;ARHGEF4;SPATA13;FMNL2;TFRC;ARHGAP44;ARHGAP26;PREX2;FGD4;IQGAP2	10	149
0	Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393	0.006236153415818013	0.06547961086608914	3.3021825062661607	16.76647413654594	SLC4A8;SLC24A3;SLC7A1;SLC1A3;SLC6A6;SLC7A8;SLC9A7;SLC1A1	8	104
0	Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326	0.0067569448776603385	0.0658802125571883	6.563310069790628	32.798070904839655	GNGT1;GNG4;GRIK4;GRIK5	4	29
0	Disinhibition Of SNARE Formation R-HSA-114516	0.006614455351526689	0.0658802125571883	26.425901201602137	132.61832757640224	PRKCA;PRKCB	2	5
0	N-Glycan Antennae Elongation R-HSA-975577	0.006580591061149551	0.0658802125571883	10.388367729831144	52.187323162213424	ST6GAL1;MGAT4C;B4GALT6	3	15
0	Phase 2 - Plateau Phase R-HSA-5576893	0.006580591061149551	0.0658802125571883	10.388367729831144	52.187323162213424	CACNG8;CACNB2;CACNG7	3	15
0	Semaphorin Interactions R-HSA-373755	0.006732879823778543	0.0658802125571883	4.149905123339659	20.752647666745464	SEMA5A;SEMA3A;SEMA6A;DPYSL3;SEMA4D;ERBB2	6	64
0	Uptake And Actions Of Bacterial Toxins R-HSA-5339562	0.0067569448776603385	0.0658802125571883	6.563310069790628	32.798070904839655	MAP2K6;SYT2;CD9;SYT1	4	29
0	Metabolism Of Fat-Soluble Vitamins R-HSA-6806667	0.007731776572485526	0.07449794132783112	4.822973423774046	23.45130610716978	GPC6;GPC4;GPC3;LRAT;LRP8	5	47
0	Degradation Of Extracellular Matrix R-HSA-1474228	0.008220205661730456	0.07828312135996796	3.1379121965922256	15.065618680417833	ERC2;COL14A1;ADAMTS16;MMP16;COL25A1;COL18A1;COL26A1;COL23A1	8	109
0	Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721	0.008590012312153415	0.0808645986626856	6.084745762711864	28.946079396155685	CACNG8;PRKCA;PRKCB;GRIA4	4	31
0	Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993	0.009458600759684053	0.0880294775247868	8.953677945267517	41.7315781026162	PRKCA;PRKCB;GRIA4	3	17
0	Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926	0.00961717053388586	0.08849958053092719	5.8706512042818915	27.26450873797115	GNA14;GNGT1;GNA12;GNG4	4	32
0	Other Semaphorin Interactions R-HSA-416700	0.012964411535428393	0.11797614497239838	7.866791744840525	34.18551523097057	SEMA5A;SEMA6A;SEMA4D	3	19
0	Neurofascin Interactions R-HSA-447043	0.013411815025741737	0.11811050006540304	16.813084112149532	72.49161697819372	CNTN1;NFASC	2	7
0	Phase 1 - Inactivation Of Fast Na+ Channels R-HSA-5576894	0.013411815025741737	0.11811050006540304	16.813084112149532	72.49161697819372	KCND2;KCNIP1	2	7
0	Signaling By MAPK Mutants R-HSA-9652817	0.013411815025741737	0.11811050006540304	16.813084112149532	72.49161697819372	DUSP16;DUSP6	2	7
0	Diseases Of Metabolism R-HSA-5668914	0.014188736399056986	0.12268674632502516	2.169341263606778	9.231212718334344	GPC6;VCAN;GPC4;SEMA5A;ADAMTS16;GPC3;C1GALT1;ADAMTS12;CHSY1;THBS2;ADAMTS20;LARGE1;DAG1	13	247
0	Sensory Processing Of Sound R-HSA-9659379	0.014231063371034665	0.12268674632502516	3.4891813304574555	14.83714396496292	CTBP2;CACNB2;PCLO;KCNN2;MYO1E;EZR	6	75
0	Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122	0.01594061967136106	0.13599341157129904	4.991904882367822	20.66091889690278	GNA14;GNGT1;RGS7;GNG4	4	37
0	TCF Dependent Signaling In Response To WNT R-HSA-201681	0.01613166788136175	0.13620449479211622	2.304448742746615	9.510393108682067	TCF7L1;HECW1;TCF7L2;PIP5K1B;SFRP2;MYC;CCDC88C;SFRP1;TLE1;SOX4;SOX2	11	198
0	Defective CHSY1 Causes TPBS R-HSA-3595177	0.017572710211235496	0.14109852610786147	14.225017972681524	57.489103376286	VCAN;CHSY1	2	8
0	G Alpha (12/13) Signaling Events R-HSA-416482	0.017009488468506355	0.14109852610786147	3.3437806713341622	13.622508772037024	ARHGEF4;GNG4;GNGT1;GNA12;FGD4;ARHGEF10	6	78
0	HS-GAG Degradation R-HSA-2024096	0.017117437077591	0.14109852610786147	7.0149079661274785	28.53424386226887	GPC6;GPC3;GPC4	3	21
0	Platelet Activation, Signaling And Aggregation R-HSA-76002	0.017509290733594328	0.14109852610786147	2.1049362536776726	8.514516906539654	PDPN;PRKCB;VCL;GNA14;GNG4;GNGT1;DGKK;ITPR3;ITPR2;PRKCA;GNA12;CD9;DGKB	13	254
0	ROBO Receptors Bind AKAP5 R-HSA-9010642	0.017572710211235496	0.14109852610786147	14.225017972681524	57.489103376286	PRKCA;ROBO2	2	8
0	Ion Channel Transport R-HSA-983712	0.01784708984247623	0.14191035515522363	2.379948657946667	9.581470568304063	ATP1A3;ATP1A2;UNC79;NEDD4L;TRPC4;ATP8A2;RYR1;ASIC2;ATP8A1;RYR2	10	175
0	Activation Of Ca-permeable Kainate Receptor R-HSA-451308	0.022203051726431194	0.17154999399950138	12.327102803738319	46.935758690368196	GRIK4;GRIK5	2	9
0	Adenylate Cyclase Activating Pathway R-HSA-170660	0.022203051726431194	0.17154999399950138	12.327102803738319	46.935758690368196	ADCY5;ADCY2	2	9
0	Glutamate Neurotransmitter Release Cycle R-HSA-210500	0.021928614322357806	0.17154999399950138	6.329245412529172	24.17748269214638	SYT1;SLC1A3;SLC1A1	3	23
0	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	0.02373011550254627	0.1816351831456579	3.559381934741514	13.315684626085721	ESRP1;VCL;KSR2;TRIM24;CNKSR2	5	62
0	Activation Of GABAB Receptors R-HSA-991365	0.024393243313816877	0.1830269547385219	4.341404358353511	16.121584100312155	GNGT1;ADCY5;GNG4;ADCY2	4	42
0	G-protein Activation R-HSA-202040	0.024582374873305748	0.1830269547385219	6.034251058074087	22.3612783897793	GNA14;GNGT1;GNG4	3	24
0	Thromboxane Signaling Thru TP Receptor R-HSA-428930	0.024582374873305748	0.1830269547385219	6.034251058074087	22.3612783897793	GNA14;GNGT1;GNG4	3	24
0	G Alpha (Q) Signaling Events R-HSA-416476	0.02530997627571697	0.18507920151618035	2.1412472222355543	7.872416696589714	CHRM3;GNA14;HTR2C;GNG4;GNGT1;DGKK;ITPR3;GRPR;ITPR2;PRKCA;DGKB	11	212
0	Signaling By MET R-HSA-6806834	0.025238190431109513	0.18507920151618035	3.4981823469536133	12.871201417233504	SPINT1;PTPRJ;LRIG1;LAMC3;LAMA1	5	63
0	ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592	0.027401472240913667	0.19514613708963732	5.76547842401501	20.739339924828876	GNA14;GNGT1;GNG4	3	25
0	FGFR2b Ligand Binding And Activation R-HSA-190377	0.027275278870033455	0.19514613708963732	10.875755909840572	39.17202055369899	FGF13;FGFR2	2	10
0	Neurotoxicity Of Clostridium Toxins R-HSA-168799	0.027275278870033455	0.19514613708963732	10.875755909840572	39.17202055369899	SYT1;SYT2	2	10
0	Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	0.03113936075929352	0.21836087388390601	2.270473959515064	7.876915894016026	GPR176;GNG4;GNGT1;ITPR2;ITPR3;ADCY5;PRKCA;ADCY2;PRKAR1B	9	165
0	CLEC7A (Dectin-1) Induces NFAT Activation R-HSA-5607763	0.03276295127682501	0.21836087388390601	9.729955730447614	33.261434656054455	ITPR2;ITPR3	2	11
0	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	0.03187867145649608	0.21836087388390601	3.2729678638941397	11.278051903466121	COL14A1;COL25A1;COL18A1;COL26A1;COL23A1	5	67
0	Collagen Formation R-HSA-1474290	0.03182095468433985	0.21836087388390601	2.865421106407824	9.8789124965351	COL14A1;ITGA6;COL25A1;COL18A1;COL26A1;COL23A1	6	90
0	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	0.03249158553003811	0.21836087388390601	1.7179065826443554	5.886877835053549	BCL11A;ESRP1;DUSP16;TCF7L2;KSR2;VCL;FGFR2;FGF13;TRIM24;CNKSR2;KIT;MYC;DUSP6;FOXO1;HDAC9;KANK1;CTBP2;ERBB2	18	424
0	Intracellular Signaling By Second Messengers R-HSA-9006925	0.03279412391663057	0.21836087388390601	1.8640674394099053	6.370461525352521	NBEA;FGFR2;PIP5K1B;ITPR2;KIT;ADCY5;ITPR3;PRKCA;ADCY2;FOXO1;PREX2;FGF13;PRKAR1B;ERBB2	14	306
0	Regulation Of Signaling By NODAL R-HSA-1433617	0.03276295127682501	0.21836087388390601	9.729955730447614	33.261434656054455	TDGF1;LEFTY1	2	11
0	Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360	0.03187867145649608	0.21836087388390601	3.2729678638941397	11.278051903466121	CTBP2;CACNB2;PCLO;MYO1E;EZR	5	67
0	Recycling Pathway Of L1 R-HSA-437239	0.03684350107538935	0.2433453821027732	5.08564176139499	16.788090153803736	DNM1;EZR;L1CAM	3	28
0	NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947	0.03754126808645433	0.24597038850244876	3.753761188345077	12.321024660876473	HDAC9;TLE1;NBEA;MYC	4	48
0	CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase R-HSA-442720	0.03864070928740744	0.24918693627076136	8.802403204272363	28.638169141189838	PRKCA;PRKAR1B	2	12
0	FGFR1c Ligand Binding And Activation R-HSA-190373	0.03864070928740744	0.24918693627076136	8.802403204272363	28.638169141189838	FGF13;ANOS1	2	12
0	Neurotransmitter Release Cycle R-HSA-112310	0.04267181366591289	0.2730329327529895	3.591580098414434	11.328621847550757	SYT1;SLC1A3;SLC1A1;SYN3	4	50
0	Adenylate Cyclase Inhibitory Pathway R-HSA-170670	0.04488423561845934	0.28061212955357406	8.036164160910198	24.94159073787882	ADCY5;ADCY2	2	13
